;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
680;Forte da Casa, Vila Franca de Xira;269000.0;3.0;2.0;94.0;94.0;1.0;2.0;Energy Performance Certificate;False;False;44.1;28.53609709463579;False;False;False
681;Leça do Balio, Matosinhos;367000.0;4.0;3.0;151.0;151.0;2.0;2.0;Energy Performance Certificate;False;False;47.5;;True;False;False
682;Odivelas Centro, Odivelas;210000.0;3.0;1.0;80.0;82.0;0.0;3.0;Not available;True;False;43.7;14.328217649455674;False;False;False
683;Santa Cruz, Ilha da Madeira;205000.0;2.0;2.0;;;0.0;;Not available;True;False;43.7;899.0597564170495;False;False;False
684;Ponta Delgada (São Pedro), Ilha de São Miguel;760000.0;3.0;4.0;171.0;171.0;2.0;3.0;Not available;True;False;42.2;;False;False;False
685;São Mamede de Infesta e Senhora da Hora, Porto;170000.0;2.0;2.0;77.0;92.0;0.0;;Not available;True;False;47.0;;True;True;True
686;Grândola e Santa Margarida da Serra, Setúbal;350000.0;4.0;2.0;117.0;117.0;0.0;;Not available;True;False;46.6;;True;True;False
688;Rinchoa, Sintra;200000.0;2.0;1.0;90.0;112.0;0.0;;Not available;True;False;43.7;10.472762456554554;False;False;False
689;Damaia de Cima, Amadora;220000.0;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;44.1;8.04128418433145;True;True;False
691;Águas Livres, Lisboa;210000.0;2.0;1.0;66.0;71.0;0.0;;Not available;True;True;44.8;;True;True;False
692;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150000.0;3.0;2.0;75.0;75.0;1.0;2.0;Not available;True;False;52.8;;False;False;False
693;Ranhados, Viseu;130000.0;2.0;1.0;88.0;88.0;0.0;;Not available;True;False;46.9;74.37338154557564;False;False;False
694;Pombal, Leiria;185000.0;2.0;2.0;102.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;46.4;35.11267563278928;False;False;False
695;Venteira, Amadora;189000.0;1.0;1.0;45.0;55.0;0.0;;Not available;True;False;44.1;8.931660920362937;True;True;False
697;Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319990.0;3.0;2.0;162.0;162.0;1.0;3.0;Energy Performance Certificate;False;False;44.1;;False;False;False
698;Pombal, Leiria;260000.0;3.0;2.0;130.0;160.0;2.0;1.0;Not available;False;False;46.4;35.11267563278928;False;False;False
699;Quelfes, Faro;250000.0;2.0;2.0;81.0;95.0;1.0;3.0;Energy Performance Certificate;False;False;45.7;64.18658412080988;False;False;True
700;Pombal, Leiria;305000.0;3.0;2.0;131.0;157.0;2.0;1.0;Energy Performance Certificate;False;False;46.4;35.11267563278928;False;False;False
701;Corroios Centro, Seixal;175000.0;1.0;1.0;61.0;66.0;0.0;;Not available;True;False;44.9;11.806414752230276;False;False;False
702;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598000.0;3.0;2.0;135.0;171.0;2.0;1.0;Energy Performance Certificate;False;True;44.8;;True;True;False
703;Santa Marinha e São Pedro da Afurada, Porto;355000.0;2.0;2.0;86.0;107.0;1.0;4.0;Not available;True;False;47.0;;True;True;True
704;Odivelas, Lisboa;460000.0;3.0;2.0;102.0;112.0;2.0;7.0;Energy Performance Certificate;False;True;44.8;14.328217649455674;True;True;False
705;Castelos, Porto;257000.0;3.0;2.0;80.0;88.0;0.0;2.0;Not available;True;False;47.0;3.872775852424896;True;True;True
706;Cedofeita, Porto;188000.0;0.0;1.0;35.0;35.0;0.0;2.0;Not available;True;False;47.0;5.370718400555397;True;True;True
707;Vilamoura, Loulé;10800.0;1.0;1.0;50.0;50.0;0.0;;Not available;True;False;46.9;;False;False;False
708;Alfornelos, Amadora;245000.0;2.0;1.0;68.0;;0.0;;Not available;True;False;44.1;10.351777754343637;True;True;False
709;Mafamude e Vilar do Paraíso, Vila Nova de Gaia;250000.0;3.0;3.0;173.0;218.0;2.0;3.0;Not available;True;False;46.8;;True;True;False
710;Estômbar e Parchal, Faro;189000.0;2.0;1.0;77.0;113.0;0.0;;Not available;True;False;45.7;;False;False;True
711;Júlio Dinis, Porto;325000.0;2.0;1.0;80.0;122.0;1.0;5.0;Energy Performance Certificate;False;False;47.0;;True;True;True
712;Corroios, Seixal;167000.0;3.0;1.0;95.0;95.0;0.0;;Not available;True;False;44.9;7.238655208844806;False;False;False
713;Santa Maria Maior, Viana do Castelo;213500.0;0.0;1.0;64.0;64.0;0.0;;Not available;True;False;48.8;1.5374131605361308;False;False;True
714;Celas, Coimbra;260000.0;3.0;2.0;;;0.0;;Not available;True;False;48.3;40.12085130861075;False;True;False
715;Telheiras, Lisboa;390000.0;2.0;1.0;99.0;110.0;1.0;;Not available;True;True;44.8;12.94312325216144;True;True;False
716;Montijo e Afonsoeiro, Setúbal;190000.0;3.0;2.0;84.0;99.0;0.0;;Not available;True;False;42.6;;True;True;False
718;Arca d´ Água, Porto;210000.0;1.0;1.0;73.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;;True;True;True
719;Centro Histórico, Santarém;295000.0;3.0;2.0;203.0;203.0;0.0;;Not available;True;False;48.3;;False;False;False
720;Celas, Coimbra;250000.0;2.0;1.0;53.0;58.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;40.12085130861075;False;True;False
722;Vilamoura, Loulé;310000.0;1.0;1.0;57.0;74.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;;False;False;False
723;Braga (São Vítor), Braga;210000.0;2.0;1.0;69.0;69.0;1.0;1.0;Energy Performance Certificate;False;False;44.4;;False;True;False
725;Amadora, Amadora;189000.0;2.0;1.0;81.0;91.0;0.0;;Not available;True;False;44.1;8.931660920362937;True;True;False
727;Alto de Algés, Oeiras;985000.0;3.0;2.0;135.0;220.0;2.0;0.0;Energy Performance Certificate;False;False;46.5;;False;False;False
728;Igreja da Memória, Lisboa;360000.0;3.0;2.0;64.0;94.0;0.0;0.0;Not available;True;True;44.8;;True;True;False
729;Metro do Heroísmo, Porto;528000.0;2.0;2.0;68.0;279.0;2.0;3.0;Not available;True;False;47.0;;True;True;True
730;Metro do Heroísmo, Porto;416800.0;2.0;2.0;74.0;123.0;2.0;3.0;Not available;True;False;47.0;;True;True;True
731;Metro do Heroísmo, Porto;311600.0;1.0;1.0;68.0;88.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
732;Metro do Heroísmo, Porto;253900.0;1.0;1.0;53.0;74.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
733;Metro do Heroísmo, Porto;302000.0;1.0;1.0;57.0;90.0;1.0;2.0;Not available;True;False;47.0;;True;True;True
734;Tavira, Tavira;295000.0;2.0;1.0;70.0;85.0;0.0;;Not available;True;False;51.2;79.19533607152272;False;False;True
735;Espinho, Aveiro;225000.0;2.0;2.0;90.0;90.0;1.0;1.0;Not available;True;False;51.1;0.0;False;False;True
736;Nossa Senhora das Misericórdias, Santarém;148000.0;3.0;2.0;125.0;139.0;2.0;0.0;Energy Performance Certificate;False;False;48.3;;False;False;False
738;Alto das Vinhas Grandes, Montijo;195500.0;2.0;1.0;85.0;92.0;0.0;;Not available;True;False;42.6;25.748476782168684;False;False;False
739;Montijo e Afonsoeiro, Setúbal;165000.0;2.0;1.0;66.0;80.0;0.0;;Not available;True;False;42.6;;True;True;False
740;Alvor, Portimão;215000.0;1.0;1.0;55.0;61.0;1.0;0.0;Not available;True;False;45.5;;False;False;True
741;Quarteira, Loulé;347500.0;3.0;2.0;109.0;145.0;1.0;2.0;Not available;False;False;46.9;;False;False;False
743;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;154900.0;2.0;1.0;60.0;65.0;0.0;;Not available;True;False;52.8;;False;False;False
744;Tarouca e Dálvares, Viseu;120000.0;3.0;3.0;123.0;137.0;0.0;;Not available;True;False;49.4;;False;False;False
749;Alfena, Porto;207500.0;3.0;3.0;105.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;47.0;15.963105022833892;True;True;True
753;Viso Sul, Viseu;315000.0;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;74.60189475115962;False;False;False
754;Viso Sul, Viseu;315000.0;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;74.60189475115962;False;False;False
755;Abraveses, Viseu;135000.0;3.0;2.0;76.0;100.0;0.0;;Not available;True;False;46.9;70.60051599582494;False;False;False
756;Viso Sul, Viseu;235000.0;3.0;2.0;116.0;175.0;1.0;2.0;Not available;True;False;46.9;74.60189475115962;False;False;False
757;Olivais, Lisboa;589000.0;2.0;2.0;76.0;76.0;1.0;10.0;Energy Performance Certificate;False;True;44.8;16.354114399684835;True;True;False
758;Viso Sul, Viseu;235000.0;3.0;2.0;116.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;74.60189475115962;False;False;False
759;Ermesinde, Valongo;295000.0;2.0;2.0;120.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;45.1;12.607343989226592;False;False;False
760;Viso Sul, Viseu;230000.0;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;74.60189475115962;False;False;False
761;Viso Sul, Viseu;230000.0;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;74.60189475115962;False;False;False
762;Paredes, Porto;286000.0;3.0;2.0;133.0;133.0;2.0;2.0;Not available;True;False;44.3;21.939571653289125;True;True;True
763;Olaias, Lisboa;800000.0;3.0;2.0;190.0;190.0;5.0;7.0;Energy Performance Certificate;False;True;44.8;14.242667463776488;True;True;False
764;Mãe de Deus, Santa Cruz;210000.0;2.0;2.0;83.0;105.0;1.0;4.0;Energy Performance Certificate;False;False;43.7;;False;False;False
765;Torres Novas (Santa Maria, Salvador e Santiago), Santarém;170000.0;3.0;2.0;124.0;137.0;2.0;0.0;Not available;True;False;50.2;;False;False;False
766;Esmoriz, Aveiro;155000.0;2.0;1.0;80.0;118.0;1.0;2.0;Not available;False;False;45.5;5.599140172178762;False;False;True
768;Campolide, Lisboa;395000.0;2.0;1.0;75.0;82.0;0.0;2.0;Energy Performance Certificate;False;True;44.8;10.866585593669791;True;True;False
770;Costa, Braga;350000.0;4.0;3.0;134.0;147.0;4.0;4.0;Energy Performance Certificate;False;False;44.4;29.52355037845546;False;True;False
771;Parque das Nações - Expo Norte, Lisboa;465000.0;2.0;2.0;79.0;79.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;;True;True;False
772;Pinheiro Manso, Porto;636000.0;4.0;3.0;174.0;203.0;2.0;;Not available;True;False;47.0;2.436876710254812;True;True;True
773;Amorosa, Viana do Castelo;125000.0;1.0;1.0;64.0;71.0;0.0;;Not available;True;False;48.8;5.924535127159495;False;False;True
774;Boavista, Porto;199000.0;1.0;1.0;57.0;57.0;0.0;3.0;Energy Performance Certificate;False;False;47.0;4.196457361249636;True;True;True
775;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;890000.0;3.0;2.0;110.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;;True;True;False
776;Damaia de Cima, Amadora;295000.0;4.0;2.0;107.0;112.0;0.0;;Not available;True;False;44.1;8.04128418433145;True;True;False
777;Olivais, Lisboa;415000.0;4.0;1.0;110.0;110.0;0.0;;Not available;True;True;44.8;16.354114399684835;True;True;False
778;Aldeia de Joanes, Fundão;87500.0;3.0;1.0;120.0;120.0;0.0;3.0;Not available;True;False;53.6;;False;False;False
779;Quinta das Lágrimas / Quinta da Varzea, Coimbra;393000.0;3.0;3.0;119.0;136.0;2.0;2.0;Not available;True;False;48.3;;False;True;False
780;Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;185000.0;4.0;2.0;70.0;70.0;0.0;;Not available;True;False;48.3;;False;True;False
781;Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;195000.0;2.0;1.0;78.0;78.0;0.0;;Not available;True;False;46.3;;True;True;False
782;Algueirão-Mem Martins, Lisboa;199000.0;1.0;2.0;;;0.0;;Not available;True;True;44.8;;True;True;False
783;Alhos Vedros / Agrup. Escolas, Moita;225000.0;2.0;1.0;95.0;152.0;1.0;0.0;Not available;True;False;45.0;17.435786597076955;False;False;False
784;Alvor, Portimão;185000.0;1.0;1.0;54.0;59.0;0.0;;Not available;True;False;45.5;;False;False;True
785;Rio Tinto, Porto;215000.0;2.0;2.0;118.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;47.0;9.7032781760626;True;True;True
787;São João da Madeira, Aveiro;169000.0;2.0;2.0;112.0;112.0;1.0;1.0;Energy Performance Certificate;False;False;47.0;;False;False;True
788;Portimão Centro, Portimão;107000.0;0.0;1.0;31.0;35.0;0.0;;Not available;True;False;45.5;;False;False;True
789;Matadouro, Figueira da Foz;189000.0;2.0;2.0;92.0;92.0;0.0;;Not available;True;False;50.9;3.760936641718669;False;False;True
790;Cavalinha, Olhão;147500.0;2.0;1.0;55.0;69.0;0.0;;Not available;True;False;46.2;;False;False;True
791;Cristelos, Boim e Ordem, Porto;165000.0;3.0;2.0;120.0;142.0;1.0;1.0;Not available;True;False;47.0;35.00092710556801;True;True;True
792;Arroios, Lisboa;375000.0;4.0;1.0;81.0;90.0;0.0;;Not available;True;True;44.8;12.344550088464594;True;True;False
793;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;140000.0;3.0;2.0;100.0;100.0;0.0;;Not available;True;False;52.8;;False;False;False
794;Macieira de Cambra, Aveiro;145000.0;3.0;2.0;130.0;130.0;1.0;1.0;Not available;True;False;45.5;27.80360767851512;False;False;True
795;Rio Tinto - Forno, Gondomar;190000.0;3.0;2.0;85.0;107.0;1.0;1.0;Not available;True;False;47.1;9.347901357721334;True;False;False
796;Santo António dos Olivais, Coimbra;375000.0;3.0;2.0;100.0;120.0;2.0;0.0;Not available;True;False;48.3;40.67257608086139;False;True;False
799;ERA Palmela Azeitao, Moita;120000.0;1.0;1.0;49.0;55.0;0.0;;Not available;True;False;45.0;29.93717869097156;False;False;False
800;Almada, Almada;185000.0;3.0;1.0;73.0;88.0;0.0;;Not available;True;False;46.3;6.907300997076936;True;False;False
801;Viseu, Viseu;135000.0;1.0;1.0;50.0;60.0;0.0;;Not available;True;False;46.9;72.64347553776635;False;False;False
802;Abraveses, Viseu;175000.0;3.0;2.0;98.0;122.0;0.0;;Not available;True;False;46.9;70.60051599582494;False;False;False
803;Prelada, Porto;469000.0;3.0;3.0;142.0;186.0;2.0;2.0;Energy Performance Certificate;False;False;47.0;4.132733938936871;True;True;True
805;Minde, Santarém;125000.0;2.0;1.0;103.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;48.3;;False;False;False
806;Porto, Porto;260000.0;1.0;1.0;50.0;50.0;0.0;;Not available;True;False;47.0;3.872775852424896;True;True;True
807;Bairro da Coopalme, Sintra;157500.0;2.0;1.0;56.0;71.0;0.0;;Not available;True;False;43.7;10.131636554622869;False;False;False
808;Alto do Seixalinho / Escavadeira, Barreiro;179000.0;2.0;1.0;93.0;93.0;0.0;;Not available;True;False;47.0;15.019171738166277;False;False;False
809;Montijo e Afonsoeiro, Setúbal;135000.0;2.0;1.0;66.0;80.0;0.0;;Not available;True;False;42.6;;True;True;False
810;Laranjeiro, Almada;150000.0;2.0;1.0;69.0;76.0;0.0;;Not available;True;False;46.3;6.907300997076936;True;False;False
811;Albufeira e Olhos de Água, Faro;169500.0;1.0;1.0;56.0;63.0;0.0;1.0;Not available;True;False;44.4;;False;False;True
812;Arca d´ Água, Porto;240000.0;1.0;1.0;42.0;42.0;1.0;0.0;Energy Performance Certificate;False;False;47.0;;True;True;True
813;Aires, Palmela;319000.0;4.0;2.0;140.0;138.0;4.0;0.0;Not available;True;False;45.3;31.3715106470981;False;False;False
814;St.º António da Caparica, Almada;260000.0;3.0;2.0;81.0;81.0;0.0;;Not available;True;False;46.3;3.146367539271532;True;False;False
815;Olhão Norte, Olhão;195000.0;3.0;2.0;96.0;107.0;0.0;;Not available;True;False;46.2;;False;False;True
817;Vau, Leiria;635000.0;3.0;3.0;;;0.0;;Not available;True;False;46.4;46.980189264200654;False;False;False
818;Sines, Setúbal;310000.0;3.0;2.0;106.0;106.0;2.0;1.0;Not available;True;False;46.6;;True;True;False
819;Campo de Ourique, Lisboa;429000.0;2.0;2.0;88.0;88.0;0.0;;Not available;True;True;44.8;10.281507683662497;True;True;False
820;Loulé (São Clemente), Faro;360000.0;4.0;3.0;102.0;116.0;0.0;;Not available;True;False;45.7;;False;False;True
822;Machico, Ilha da Madeira;395000.0;3.0;3.0;117.0;170.0;2.0;3.0;Energy Performance Certificate;False;False;48.3;896.3608236804212;False;False;False
824;Fernão Magalhães, Porto;170000.0;1.0;1.0;67.0;72.0;0.0;;Not available;True;False;47.0;;True;True;True
825;Hospital de São João, Matosinhos;197500.0;1.0;1.0;51.0;64.0;1.0;4.0;Energy Performance Certificate;False;False;47.5;;True;False;False
826;Glória e Vera Cruz, Aveiro;300000.0;2.0;2.0;105.0;106.0;1.0;2.0;Energy Performance Certificate;False;False;45.5;39.99721647091838;False;False;True
829;Santo António dos Olivais, Coimbra;340000.0;2.0;2.0;72.0;86.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;40.67257608086139;False;True;False
830;Santo António dos Olivais, Coimbra;330000.0;2.0;2.0;72.0;86.0;1.0;1.0;Energy Performance Certificate;False;False;48.3;40.67257608086139;False;True;False
831;Santo António dos Olivais, Coimbra;230000.0;1.0;1.0;55.0;66.0;1.0;1.0;Energy Performance Certificate;False;False;48.3;40.67257608086139;False;True;False
832;Santo António dos Olivais, Coimbra;320000.0;2.0;2.0;72.0;86.0;1.0;0.0;Not available;True;False;48.3;40.67257608086139;False;True;False
833;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;174000.0;3.0;3.0;93.0;111.0;3.0;2.0;Energy Performance Certificate;False;False;48.5;;False;False;True
834;Horta das Figueiras, Évora;225000.0;2.0;1.0;85.0;85.0;2.0;2.0;Not available;True;False;46.9;;False;False;False
835;Bessa Leite, Porto;550000.0;1.0;2.0;99.0;143.0;1.0;0.0;Energy Performance Certificate;False;False;47.0;2.522943088615702;True;True;True
836;Sátão, Sátão;35000.0;3.0;1.0;102.0;122.0;0.0;;Not available;True;False;52.1;;False;False;False
837;Bonfim, Porto;299000.0;2.0;2.0;85.0;113.0;2.0;3.0;Energy Performance Certificate;False;False;47.0;6.7467861436355925;True;True;True
838;Costa de Caparica, Almada;459000.0;1.0;1.0;70.0;80.0;0.0;;Not available;True;False;46.3;0.0;True;False;False
839;Vila Nova de Gaia, Vila Nova de Gaia;247500.0;2.0;2.0;101.0;251.0;2.0;0.0;Not available;True;False;46.8;6.1107414726810445;True;True;False
840;Povos, Vila Franca de Xira;150000.0;3.0;2.0;100.0;142.0;1.0;0.0;Not available;True;False;44.1;40.603720753952175;False;False;False
841;Esmoriz II - Pinhal D'Aberta, Ovar;235000.0;2.0;2.0;125.0;125.0;1.0;0.0;Not available;True;False;47.1;5.302157240212409;False;False;False
842;Santa Marinha e São Pedro da Afurada, Porto;185000.0;0.0;1.0;34.0;40.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
843;Barreiro, Barreiro;140000.0;2.0;1.0;66.0;82.0;0.0;;Not available;True;False;47.0;13.518795952033017;False;False;False
844;Ramalde, Porto;320000.0;2.0;2.0;107.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;47.0;3.872775852424896;True;True;True
845;Aver-o-Mar, Póvoa de Varzim;325000.0;4.0;2.0;160.0;250.0;1.0;4.0;Energy Performance Certificate;False;False;45.8;;True;False;False
846;Lagos, Lagos;450000.0;3.0;2.0;124.0;189.0;2.0;0.0;Energy Performance Certificate;False;False;48.7;3609.996885639528;False;False;True
847;Falagueira-Venda Nova, Lisboa;242000.0;2.0;1.0;;;0.0;;Not available;True;True;44.8;9.05199620778774;True;True;False
848;Mina de Água, Lisboa;249900.0;3.0;1.0;;;0.0;;Not available;True;True;44.8;;True;True;False
849;Alhos Vedros, Setúbal;203000.0;3.0;2.0;98.0;110.0;1.0;1.0;Not available;True;False;46.6;;True;True;False
850;Massamá Norte, Sintra;429000.0;4.0;3.0;128.0;148.0;2.0;;Not available;True;False;43.7;;False;False;False
851;São Pedro, Santarém;120000.0;2.0;1.0;90.0;90.0;0.0;;Not available;True;False;48.3;;False;False;False
853;Casal de Cambra, Lisboa;155000.0;3.0;2.0;73.0;90.0;0.0;;Not available;True;True;44.8;12.819805423707152;True;True;False
854;Matosinhos Centro, Matosinhos;475000.0;2.0;2.0;101.0;101.0;1.0;4.0;Not available;True;False;47.5;4.05647559371589;True;False;False
855;Caniço, Ilha da Madeira;285000.0;2.0;1.0;;;0.0;;Not available;True;False;;;False;False;False
856;Caniço, Ilha da Madeira;285000.0;2.0;1.0;;;0.0;;Not available;True;False;;;False;False;False
857;Odivelas, Lisboa;219900.0;2.0;1.0;70.0;80.0;0.0;7.0;Energy Performance Certificate;False;True;44.8;14.328217649455674;True;True;False
859;Elisio de Moura, Coimbra;250000.0;3.0;2.0;112.0;149.0;1.0;0.0;Energy Performance Certificate;False;False;48.3;40.23559103543437;False;True;False
860;Monte Gordo, Vila Real de Santo António;449000.0;5.0;4.0;150.0;185.0;1.0;1.0;Energy Performance Certificate;False;False;48.5;;False;False;False
861;Monte Gordo, Vila Real de Santo António;399000.0;5.0;4.0;150.0;185.0;0.0;;Not available;True;False;48.5;;False;False;False
862;Aguçadoura e Navais, Porto;198000.0;3.0;2.0;71.0;75.0;0.0;;Not available;True;False;47.0;;True;True;True
863;Centro, Viseu;230000.0;2.0;1.0;95.0;108.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;72.64347553776635;False;False;False
864;Mundão, Viseu;72500.0;0.0;1.0;;;0.0;;Not available;True;False;46.9;;False;False;False
865;Centro, Viseu;215000.0;1.0;1.0;67.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;72.64347553776635;False;False;False
