Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
Metro do Heroísmo, Porto;528.000;2.0;2.0;68.0;279.0;2.0;3.0;Not available;True;False;47;;True;True;True
Metro do Heroísmo, Porto;416.800;2.0;2.0;74.0;123.0;2.0;3.0;Not available;True;False;47;;True;True;True
Metro do Heroísmo, Porto;311.600;1.0;1.0;68.0;88.0;1.0;3.0;Not available;True;False;47;;True;True;True
Metro do Heroísmo, Porto;253.900;1.0;1.0;53.0;74.0;1.0;3.0;Not available;True;False;47;;True;True;True
Metro do Heroísmo, Porto;302.000;1.0;1.0;57.0;90.0;1.0;2.0;Not available;True;False;47;;True;True;True
Tavira, Tavira;295.000;2.0;1.0;70.0;85.0;;;Not available;True;False;51,2;79.19533607152272;False;False;True
Espinho, Aveiro;225.000;2.0;2.0;90.0;90.0;1.0;1.0;Not available;True;False;51,1;0.0;False;False;True
Nossa Senhora das Misericórdias, Santarém;148.000;3.0;2.0;125.0;139.0;2.0;0.0;Energy Performance Certificate;False;False;48,3;;False;False;False
Carvalhido, Porto;Under Consultation;3.0;2.0;90.0;93.0;;;Not available;True;False;47;4.518264283227267;True;True;True
Alto das Vinhas Grandes, Montijo;195.500;2.0;1.0;85.0;92.0;;;Not available;True;False;42,6;25.748476782168684;False;False;False
Montijo e Afonsoeiro, Setúbal;165.000;2.0;1.0;66.0;80.0;;;Not available;True;False;42,6;;True;True;False
Alvor, Portimão;215.000;1.0;1.0;55.0;61.0;1.0;0.0;Not available;True;False;45,5;;False;False;True
Quarteira, Loulé;347.500;3.0;2.0;109.0;145.0;1.0;2.0;Not available;False;False;46,9;;False;False;False
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;76.0;76.0;1.0;1.0;Energy Performance Certificate;False;False;47;;True;True;True
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;154.900;2.0;1.0;60.0;65.0;;;Not available;True;False;52,8;;False;False;False
Tarouca e Dálvares, Viseu;120.000;3.0;3.0;123.0;137.0;;;Not available;True;False;49,4;;False;False;False
Santa Maria Maior, Vila Real;Under Consultation;3.0;2.0;100.0;115.0;;;Not available;True;False;48,5;111.03437456662984;False;False;False
Ermesinde, Porto;Under Consultation;3.0;2.0;107.0;121.0;1.0;3.0;Not available;True;False;47;12.607343989226592;True;True;True
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;45.0;45.0;1.0;1.0;Not available;False;False;47;;True;True;True
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;46.0;46.0;1.0;1.0;Not available;False;False;47;;True;True;True
Alfena, Porto;207.500;3.0;3.0;105.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;47;15.963105022833892;True;True;True
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;79.0;79.0;1.0;1.0;Not available;False;False;47;;True;True;True
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;81.0;81.0;1.0;2.0;Not available;False;False;47;;True;True;True
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;86.0;86.0;1.0;2.0;Not available;False;False;47;;True;True;True
Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;74.60189475115962;False;False;False
Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;74.60189475115962;False;False;False
Abraveses, Viseu;135.000;3.0;2.0;76.0;100.0;;;Not available;True;False;46,9;70.60051599582494;False;False;False
Viso Sul, Viseu;235.000;3.0;2.0;116.0;175.0;1.0;2.0;Not available;True;False;46,9;74.60189475115962;False;False;False
Olivais, Lisboa;589.000;2.0;2.0;76.0;76.0;1.0;10.0;Energy Performance Certificate;False;True;44,8;16.354114399684835;True;True;False
Viso Sul, Viseu;235.000;3.0;2.0;116.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;74.60189475115962;False;False;False
Ermesinde, Valongo;295.000;2.0;2.0;120.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;45,1;12.607343989226592;False;False;False
Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;74.60189475115962;False;False;False
Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;74.60189475115962;False;False;False
Paredes, Porto;286.000;3.0;2.0;133.0;133.0;2.0;2.0;Not available;True;False;44,3;21.939571653289125;True;True;True
Olaias, Lisboa;800.000;3.0;2.0;190.0;190.0;5.0;7.0;Energy Performance Certificate;False;True;44,8;14.242667463776488;True;True;False
Mãe de Deus, Santa Cruz;210.000;2.0;2.0;83.0;105.0;1.0;4.0;Energy Performance Certificate;False;False;43,7;;False;False;False
Torres Novas (Santa Maria, Salvador e Santiago), Santarém;170.000;3.0;2.0;124.0;137.0;2.0;0.0;Not available;True;False;50,2;;False;False;False
Esmoriz, Aveiro;155.000;2.0;1.0;80.0;118.0;1.0;2.0;Not available;False;False;45,5;5.599140172178762;False;False;True
Torre da Marinha, Seixal;Under Consultation;3.0;2.0;103.0;112.0;;;Not available;True;False;44,9;11.683840374474547;False;False;False
Campolide, Lisboa;395.000;2.0;1.0;75.0;82.0;0.0;2.0;Energy Performance Certificate;False;True;44,8;10.866585593669791;True;True;False
Alvalade, Lisboa;1.188.000;5.0;4.0;254.0;264.0;;;Not available;True;True;44,8;14.072208194283228;True;True;False
Costa, Braga;350.000;4.0;3.0;134.0;147.0;4.0;4.0;Energy Performance Certificate;False;False;44,4;29.52355037845546;False;True;False
Parque das Nações - Expo Norte, Lisboa;465.000;2.0;2.0;79.0;79.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Pinheiro Manso, Porto;636.000;4.0;3.0;174.0;203.0;2.0;;Not available;True;False;47;2.436876710254812;True;True;True
Amorosa, Viana do Castelo;125.000;1.0;1.0;64.0;71.0;;;Not available;True;False;48,8;5.924535127159495;False;False;True
Boavista, Porto;199.000;1.0;1.0;57.0;57.0;0.0;3.0;Energy Performance Certificate;False;False;47;4.196457361249636;True;True;True
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;890.000;3.0;2.0;110.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Damaia de Cima, Amadora;295.000;4.0;2.0;107.0;112.0;;;Not available;True;False;44,1;8.04128418433145;True;True;False
Olivais, Lisboa;415.000;4.0;1.0;110.0;110.0;;;Not available;True;True;44,8;16.354114399684835;True;True;False
Aldeia de Joanes, Fundão;87.500;3.0;1.0;120.0;120.0;0.0;3.0;Not available;True;False;53,6;;False;False;False
Quinta das Lágrimas / Quinta da Varzea, Coimbra;393.000;3.0;3.0;119.0;136.0;2.0;2.0;Not available;True;False;48,3;;False;True;False
Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;185.000;4.0;2.0;70.0;70.0;;;Not available;True;False;48,3;;False;True;False
Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;195.000;2.0;1.0;78.0;78.0;;;Not available;True;False;46,3;;True;True;False
Algueirão-Mem Martins, Lisboa;199.000;1.0;2.0;;;;;Not available;True;True;44,8;;True;True;False
Alhos Vedros / Agrup. Escolas, Moita;225.000;2.0;1.0;95.0;152.0;1.0;0.0;Not available;True;False;45;17.435786597076955;False;False;False
Alvor, Portimão;185.000;1.0;1.0;54.0;59.0;;;Not available;True;False;45,5;;False;False;True
Rio Tinto, Porto;215.000;2.0;2.0;118.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;47;9.7032781760626;True;True;True
Centro, Viseu;Under Consultation;4.0;3.0;97.0;126.0;;;Not available;True;False;46,9;72.64347553776635;False;False;False
São João da Madeira, Aveiro;169.000;2.0;2.0;112.0;112.0;1.0;1.0;Energy Performance Certificate;False;False;47;;False;False;True
Portimão Centro, Portimão;107.000;0.0;1.0;31.0;35.0;;;Not available;True;False;45,5;;False;False;True
Matadouro, Figueira da Foz;189.000;2.0;2.0;92.0;92.0;0.0;;Not available;True;False;50,9;3.760936641718669;False;False;True
Cavalinha, Olhão;147.500;2.0;1.0;55.0;69.0;;;Not available;True;False;46,2;;False;False;True
Cristelos, Boim e Ordem, Porto;165.000;3.0;2.0;120.0;142.0;1.0;1.0;Not available;True;False;47;35.00092710556801;True;True;True
Arroios, Lisboa;375.000;4.0;1.0;81.0;90.0;;;Not available;True;True;44,8;12.344550088464594;True;True;False
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;52,8;;False;False;False
Macieira de Cambra, Aveiro;145.000;3.0;2.0;130.0;130.0;1.0;1.0;Not available;True;False;45,5;27.80360767851512;False;False;True
Rio Tinto - Forno, Gondomar;190.000;3.0;2.0;85.0;107.0;1.0;1.0;Not available;True;False;47,1;9.347901357721334;True;False;False
Santo António dos Olivais, Coimbra;375.000;3.0;2.0;100.0;120.0;2.0;0.0;Not available;True;False;48,3;40.67257608086139;False;True;False
Bairro Catroga e Gaio, Abrantes;Under Consultation;2.0;1.0;85.0;85.0;1.0;-1.0;Not available;True;False;53,4;101.96709588594976;False;False;False
São Lourenço do Bairro, Aveiro;Under Consultation;1.0;1.0;65.0;75.0;1.0;;Not available;True;False;45,5;;False;False;True
ERA Palmela Azeitao, Moita;120.000;1.0;1.0;49.0;55.0;;;Not available;True;False;45;29.937178690971557;False;False;False
Almada, Almada;185.000;3.0;1.0;73.0;88.0;;;Not available;True;False;46,3;6.907300997076936;True;False;False
Viseu, Viseu;135.000;1.0;1.0;50.0;60.0;;;Not available;True;False;46,9;72.64347553776635;False;False;False
Abraveses, Viseu;175.000;3.0;2.0;98.0;122.0;;;Not available;True;False;46,9;70.60051599582494;False;False;False
Prelada, Porto;469.000;3.0;3.0;142.0;186.0;2.0;2.0;Energy Performance Certificate;False;False;47;4.132733938936871;True;True;True
Rio Tinto, Porto;Under Consultation;1.0;1.0;67.0;89.0;1.0;1.0;Not available;True;False;47;9.7032781760626;True;True;True
Minde, Santarém;125.000;2.0;1.0;103.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;48,3;;False;False;False
Porto, Porto;260.000;1.0;1.0;50.0;50.0;;;Not available;True;False;47;3.872775852424896;True;True;True
Bairro da Coopalme, Sintra;157.500;2.0;1.0;56.0;71.0;;;Not available;True;False;43,7;10.131636554622869;False;False;False
Alto do Seixalinho / Escavadeira, Barreiro;179.000;2.0;1.0;93.0;93.0;;;Not available;True;False;47;15.019171738166277;False;False;False
Montijo e Afonsoeiro, Setúbal;135.000;2.0;1.0;66.0;80.0;;;Not available;True;False;42,6;;True;True;False
Laranjeiro, Almada;150.000;2.0;1.0;69.0;76.0;;;Not available;True;False;46,3;6.907300997076936;True;False;False
Albufeira e Olhos de Água, Faro;169.500;1.0;1.0;56.0;63.0;0.0;1.0;Not available;True;False;44,4;;False;False;True
Arca d´ Água, Porto;240.000;1.0;1.0;42.0;42.0;1.0;0.0;Energy Performance Certificate;False;False;47;;True;True;True
Aires, Palmela;319.000;4.0;2.0;140.0;138.0;4.0;0.0;Not available;True;False;45,3;31.3715106470981;False;False;False
St.º António da Caparica, Almada;260.000;3.0;2.0;81.0;81.0;;;Not available;True;False;46,3;3.146367539271532;True;False;False
Olhão Norte, Olhão;195.000;3.0;2.0;96.0;107.0;;;Not available;True;False;46,2;;False;False;True
Rio Tinto, Porto;Under Consultation;3.0;2.0;125.0;152.0;1.0;3.0;Energy Performance Certificate;False;False;47;9.7032781760626;True;True;True
Vau, Leiria;635.000;3.0;3.0;;;;;Not available;True;False;46,4;46.980189264200654;False;False;False
Sines, Setúbal;310.000;3.0;2.0;106.0;106.0;2.0;1.0;Not available;True;False;46,6;;True;True;False
Campo de Ourique, Lisboa;429.000;2.0;2.0;88.0;88.0;;;Not available;True;True;44,8;10.281507683662497;True;True;False
Loulé (São Clemente), Faro;360.000;4.0;3.0;102.0;116.0;;;Not available;True;False;45,7;;False;False;True
Quarteira, Faro;1.950.000;4.0;4.0;136.0;152.0;2.0;3.0;Energy Performance Certificate;False;False;45,7;38.86920377587499;False;False;True
Machico, Ilha da Madeira;395.000;3.0;3.0;117.0;170.0;2.0;3.0;Energy Performance Certificate;False;False;48,3;896.3608236804212;False;False;False
Centro, Albergaria-a-Velha;Under Consultation;3.0;2.0;103.0;131.0;;;Not available;True;False;47;36.51450477840626;False;False;False
Fernão Magalhães, Porto;170.000;1.0;1.0;67.0;72.0;;;Not available;True;False;47;;True;True;True
Hospital de São João, Matosinhos;197.500;1.0;1.0;51.0;64.0;1.0;4.0;Energy Performance Certificate;False;False;47,5;;True;False;False
Glória e Vera Cruz, Aveiro;300.000;2.0;2.0;105.0;106.0;1.0;2.0;Energy Performance Certificate;False;False;45,5;39.99721647091838;False;False;True
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;Under Consultation;2.0;1.0;85.0;100.0;;;Not available;True;True;44,8;;True;True;False
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;Under Consultation;2.0;1.0;85.0;100.0;;;Not available;True;True;44,8;;True;True;False
Santo António dos Olivais, Coimbra;340.000;2.0;2.0;72.0;86.0;1.0;2.0;Energy Performance Certificate;False;False;48,3;40.67257608086139;False;True;False
Santo António dos Olivais, Coimbra;330.000;2.0;2.0;72.0;86.0;1.0;1.0;Energy Performance Certificate;False;False;48,3;40.67257608086139;False;True;False
Santo António dos Olivais, Coimbra;230.000;1.0;1.0;55.0;66.0;1.0;1.0;Energy Performance Certificate;False;False;48,3;40.67257608086139;False;True;False
Santo António dos Olivais, Coimbra;320.000;2.0;2.0;72.0;86.0;1.0;0.0;Not available;True;False;48,3;40.67257608086139;False;True;False
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;174.000;3.0;3.0;93.0;111.0;3.0;2.0;Energy Performance Certificate;False;False;48,5;;False;False;True
Horta das Figueiras, Évora;225.000;2.0;1.0;85.0;85.0;2.0;2.0;Not available;True;False;46,9;;False;False;False
Bessa Leite, Porto;550.000;1.0;2.0;99.0;143.0;1.0;0.0;Energy Performance Certificate;False;False;47;2.522943088615702;True;True;True
Sátão, Sátão;35.000;3.0;1.0;102.0;122.0;;;Not available;True;False;52,1;;False;False;False
Bonfim, Porto;299.000;2.0;2.0;85.0;113.0;2.0;3.0;Energy Performance Certificate;False;False;47;6.7467861436355925;True;True;True
Costa de Caparica, Almada;459.000;1.0;1.0;70.0;80.0;;;Not available;True;False;46,3;0.0;True;False;False
Vila Nova de Gaia, Vila Nova de Gaia;247.500;2.0;2.0;101.0;251.0;2.0;0.0;Not available;True;False;46,8;6.1107414726810445;True;True;False
Povos, Vila Franca de Xira;150.000;3.0;2.0;100.0;142.0;1.0;0.0;Not available;True;False;44,1;40.603720753952175;False;False;False
Esmoriz II - Pinhal D'Aberta, Ovar;235.000;2.0;2.0;125.0;125.0;1.0;0.0;Not available;True;False;47,1;5.302157240212409;False;False;False
Santa Marinha e São Pedro da Afurada, Porto;185.000;0.0;1.0;34.0;40.0;1.0;3.0;Not available;True;False;47;;True;True;True
Barreiro, Barreiro;140.000;2.0;1.0;66.0;82.0;;;Not available;True;False;47;13.518795952033017;False;False;False
Ramalde, Porto;320.000;2.0;2.0;107.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;47;3.872775852424896;True;True;True
Aver-o-Mar, Póvoa de Varzim;325.000;4.0;2.0;160.0;250.0;1.0;4.0;Energy Performance Certificate;False;False;45,8;;True;False;False
Lagos, Lagos;450.000;3.0;2.0;124.0;189.0;2.0;0.0;Energy Performance Certificate;False;False;48,7;3609.996885639528;False;False;True
Falagueira-Venda Nova, Lisboa;242.000;2.0;;;;;;Not available;True;True;44,8;9.05199620778774;True;True;False
Mina de Água, Lisboa;249.900;3.0;;;;;;Not available;True;True;44,8;;True;True;False
Alhos Vedros, Setúbal;203.000;3.0;2.0;98.0;110.0;1.0;1.0;Not available;True;False;46,6;;True;True;False
Massamá Norte, Sintra;429.000;4.0;3.0;128.0;148.0;2.0;;Not available;True;False;43,7;;False;False;False
São Pedro, Santarém;120.000;2.0;1.0;90.0;90.0;;;Not available;True;False;48,3;;False;False;False
Castanheira do Ribatejo e Cachoeiras, Lisboa;Under Consultation;3.0;2.0;97.0;97.0;0.0;2.0;Not available;True;True;44,8;42.97979712748262;True;True;False
Casal de Cambra, Lisboa;155.000;3.0;2.0;73.0;90.0;;;Not available;True;True;44,8;12.819805423707152;True;True;False
Matosinhos Centro, Matosinhos;475.000;2.0;2.0;101.0;101.0;1.0;4.0;Not available;True;False;47,5;4.05647559371589;True;False;False
Caniço, Ilha da Madeira;285.000;2.0;;;;;;Not available;True;False;;;False;False;False
Caniço, Ilha da Madeira;285.000;2.0;;;;;;Not available;True;False;;;False;False;False
Odivelas, Lisboa;219.900;2.0;1.0;70.0;80.0;0.0;7.0;Energy Performance Certificate;False;True;44,8;14.328217649455674;True;True;False
Abrantes (São Vicente e São João) e Alferrarede, Santarém;Under Consultation;3.0;2.0;109.0;137.0;1.0;2.0;Not available;True;False;53,4;;False;False;False
Elisio de Moura, Coimbra;250.000;3.0;2.0;112.0;149.0;1.0;0.0;Energy Performance Certificate;False;False;48,3;40.23559103543437;False;True;False
Monte Gordo, Vila Real de Santo António;449.000;5.0;4.0;150.0;185.0;1.0;1.0;Energy Performance Certificate;False;False;48,5;;False;False;False
Monte Gordo, Vila Real de Santo António;399.000;5.0;4.0;150.0;185.0;;;Not available;True;False;48,5;;False;False;False
Aguçadoura e Navais, Porto;198.000;3.0;2.0;71.0;75.0;;;Not available;True;False;47;;True;True;True
Centro, Viseu;230.000;2.0;1.0;95.0;108.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Mundão, Viseu;72.500;0.0;;;;;;Not available;True;False;46,9;;False;False;False
Centro, Viseu;215.000;1.0;1.0;67.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Centro, Viseu;215.000;1.0;1.0;61.0;71.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Centro, Viseu;220.000;2.0;1.0;78.0;85.0;1.0;2.0;Not available;True;False;46,9;72.64347553776635;False;False;False
Viseu, Viseu;200.000;1.0;2.0;55.0;68.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Parque das Nações - Expo Norte, Lisboa;710.000;3.0;2.0;126.0;126.0;2.0;5.0;Not available;False;True;44,8;;True;True;False
Olhão Norte, Olhão;275.000;3.0;2.0;105.0;120.0;1.0;3.0;Energy Performance Certificate;False;False;46,2;;False;False;True
Oliveira, São Paio e São Sebastião, Braga;320.000;5.0;4.0;206.0;249.0;2.0;;Not available;True;False;44,4;;False;True;False
Arcozelo, Ponte de Lima;193.000;2.0;3.0;108.0;115.0;1.0;0.0;Not available;True;False;48,2;23.110969865679564;False;False;False
Monte Abraão, Sintra;195.000;3.0;2.0;90.0;110.0;;;Not available;True;False;43,7;;False;False;False
Sever do Vouga, Aveiro;135.000;3.0;2.0;125.0;131.0;1.0;1.0;Not available;True;False;45,5;37.93865456379231;False;False;True
Venda do Pinheiro, Mafra;234.000;2.0;1.0;108.0;116.0;;;Not available;True;False;43,8;22.1167942510554;False;False;False
Centro, Viseu;185.000;1.0;1.0;46.0;53.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;180.000;1.0;1.0;52.0;61.0;1.0;0.0;Not available;False;False;48,5;;False;False;False
Queluz, Sintra;199.000;2.0;1.0;67.0;95.0;;;Not available;True;False;43,7;7.316110740468736;True;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;185.000;1.0;1.0;55.0;65.0;1.0;0.0;Not available;False;False;48,5;;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;177.500;1.0;1.0;53.0;62.0;1.0;0.0;Not available;False;False;48,5;;False;False;False
Centro, Viseu;185.000;1.0;1.0;62.0;68.0;1.0;0.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Maia, Maia;197.500;2.0;1.0;88.0;88.0;;;Not available;True;False;45,5;10340.702276486052;False;False;False
Darque, Viana do Castelo;155.000;2.0;1.0;76.0;106.0;;;Not available;True;False;48,8;0.5937873506682352;False;False;True
Centro, Viseu;180.000;0.0;1.0;40.0;46.0;1.0;0.0;Energy Performance Certificate;False;False;46,9;72.64347553776635;False;False;False
Darque, Viana do Castelo;150.000;2.0;1.0;83.0;83.0;;;Not available;True;False;48,8;0.5937873506682352;False;False;True
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;177.500;1.0;1.0;53.0;62.0;1.0;0.0;Not available;False;False;48,5;;False;False;False
